8001,6,0
8001,7,0
8001,8,0
8001,9,1
8012,1,1
8012,2,0
8012,3,0
8012,4,0
8012,5,0
8012,6,0
8012,7,0
8012,8,0
8012,9,1
8087,1,1
8087,2,0
8087,3,0
8087,4,0
8087,5,0
8087,6,0
8087,7,0
8087,8,0
8087,9,1
8094,1,1
8094,2,0
8094,3,0
8094,4,0
8094,5,1
8094,6,0
8094,7,0
8094,8,0
8094,9,1
8124,1,1
8124,2,0
8124,3,0
8124,4,0
8124,5,0
8124,6,0
8124,7,0
8124,8,0
8124,9,1
8510,1,1
8510,2,0
8510,3,0
8510,4,0
8510,5,0
8510,6,0
8510,7,0
8510,8,0
8510,9,1
9003,1,1
9003,2,0
9003,3,0
9003,4,1
9003,5,0
9003,6,0
9003,7,0
9003,8,0
9003,9,1
9042,1,1
9042,2,0
9042,3,0
9042,4,1
9042,5,0
9042,6,0
9042,7,0
9042,8,0
9042,9,1
9055,1,1
9055,2,0
9055,3,0
9055,4,1
9055,5,0
9055,6,0
9055,7,0
9055,8,0
9055,9,1
9070,1,1
9070,2,0
9070,3,0
9070,4,1
9070,5,0
9070,6,0
9070,7,0
9070,8,0
9070,9,1
9078,1,1
9078,2,1
9078,3,0
9078,4,1
9078,5,0
9078,6,0
9078,7,0
9078,8,0
9078,9,1
9140,1,1
9140,2,1
9140,3,0
9140,4,1
9140,5,0
9140,6,0
9140,7,0
9140,8,0
9140,9,1
9160,1,1
9160,2,1
9160,3,0
9160,4,1
9160,5,0
9160,6,0
9160,7,0
9160,8,0
9160,9,1
9164,1,1
9164,2,1
9164,3,0
9164,4,1
9164,5,0
9164,6,0
9164,7,0
9164,8,0
9164,9,1
9206,1,1
9206,2,1
9206,3,0
9206,4,1
9206,5,0
9206,6,0
9206,7,0
9206,8,0
9206,9,1
9221,1,1
9221,2,1
9221,3,0
9221,4,1
9221,5,0
9221,6,0
9221,7,0
9221,8,0
9221,9,1
9316,1,1
9316,2,1
9316,3,0
9316,4,1
9316,5,0
9316,6,0
9316,7,0
9316,8,0
9316,9,1
9435,1,1
9435,2,1
9435,3,0
9435,4,1
9435,5,0
9435,6,0
9435,7,0
9435,8,0
9435,9,1
10220,1,0
10220,2,0
10220,3,1
10220,4,0
10220,5,0
10220,6,0
10220,7,1
10220,8,1
10220,9,0
10860,1,0
10860,2,0
10860,3,1
10860,4,0
10860,5,0
10860,6,0
10860,7,0
10860,8,1
10860,9,0
10917,1,0
10917,2,0
10917,3,1
10917,4,0
10917,5,0
10917,6,0
10917,7,0
10917,8,1
10917,9,0
10935,1,0
10935,2,0
10935,3,1
10935,4,0
10935,5,0
10935,6,0
10935,7,0
10935,8,1
10935,9,0
10998,1,0
10998,2,0
10998,3,1
10998,4,0
10998,5,0
10998,6,0
10998,7,1
10998,8,1
10998,9,0
11043,1,0
11043,2,0
11043,3,0
11043,4,0
11043,5,0
11043,6,1
11043,7,0
11043,8,0
11043,9,0
11099,1,0
11099,2,0
11099,3,0
11099,4,0
11099,5,0
11099,6,1
11099,7,0
11099,8,0
11099,9,1
11120,1,0
11120,2,0
11120,3,1
11120,4,0
11120,5,0
11120,6,1
11120,7,0
11120,8,0
11120,9,0
11138,1,0
11138,2,0
11138,3,0
11138,4,0
11138,5,0
11138,6,1
11138,7,0
11138,8,0
11138,9,0
